account,amount
3waZcV9i5bFjtAVfXvgVq3wzS9B8oPsrwaBeHkZqxHEGsat5ck,0
3pG68MfP3qpt4XF5DeykCexScKGASJdFpGm6cwdhE76G1VDfHU,1957312845
468dj6Djdm1NHhPrPg4mVTKMLUFRRPYmEe4MHHVodksYz2tDCf,0
4ey1QvWNBPxvxFMPs8asF3LhNfDiBdrYTTgzLtv5A26Pjsg6F5,0
4AfXJ69CptSwMeZVZvkXRQqN8PgNhKvBKHti93GrUYquqNU5ck,0
4s6QRQvfpdDd8RDPJ4e2yGvrMtC2eDhbMVZo3BW2npfucPVAqF,0
4P1mPy8xeKXKufhUgJzjNBfdGEAMxryhCymfSqBDNHMe91dp4b,1570014110
4PeNm2xvhZQ6A7App69L6vrfUBuwbMYDDRx4dvoigbgeUA4kRj,0
36iFebqo5Zsd3oFfpXG9zLqNjpZDY5T7ZK6REd6WU8JNPVpsDB,0
3rjYgh1A8uZZbZ92ezZdt2XJrr8waYRwtwJCnUeVsdN8DQuVRs,2000000277
34MM6parvYXW3TtqQ7wQ26P8XJyczZgBv9jjbvULyvf6ikJsTT,0
3KfYev4dWeDNifaoM4VxGQwkxScXroNA3yoV4ZC8CBfxMaADuM,4000000
3YMALmd8KRm7om3JWzd7dBFmcERgfuEhhsmXxVvkm2z5zs6ejZ,2000000277
4JucySt45wZdEcWsBqSLhenMNU16CDNobn5uZFHP5a5wze7dAo,1417047170
3vRA7nDzaoYp956bySe7pPMypNUZ7qjjKYYdzSjeo2pHj8DBqo,2062379152
4b3mRE5ndCuksbZsSky4oFsuDCwgbK2418eYk5LJNUp6kYpBSU,16885858250
4W59joBQavXqbyiKbPgBS7teZHDtEXsqx2BFUvPo2AzY3yPzeH,0
3MTMTbhiCC1psHBkEMst6e9MEAFRuk4dRiJZV4fwoFrbiSwa1X,1941312701
41REN6AenxGDYXUiHh5i7v44QoNzAwKtbgmSXESkWuzTVSPcAD,1942958491
3RtUyMxkYBJ5ZSG5z5GXF8GCNMN3Adw597TeFe3eSNDd3eEi2t,0
3p427ZVWVPwmg4edSShkSb9pzRAojonQFcn6dWhB4xtwqQipSn,2000000277
3pFiv1Wf31r6eKHrnd6FVrV2XGVQvH3qUCrVJxjNywjhb8xFZ2,2000000277
41uDxC8r6jRzBJBBcXdR3o5dGVvTCVaqaxQYiusqvg3cAGzRSZ,2000000277
4nGojRibkX2n8jTEFhibTabPSt9SoFbsGMxxELZdhnBvkzrhgS,2000000277
4siLoG5sYVPFMhpZgeX8dnwGHVeknLP4SrsigbUJwb4NbTcefW,0
4V8wj2tZuJLw8uxwT8BbtfQeEXD8HsHYSNzwgf4EY5qSgQozcD,1963483096
48HEZQ7wZU2S1fenyQzt9Ms5K3R4yMHyUtwUqkoREHsFW7zcHb,1572262880
4pfT44iebN3ygndjCmD1AR5sQWYtd52eJScC9QF2rqmkR2e9GA,1832319494
46WRjGcVaWEPSDn4wbsyGsPSMvU3tHSubjKNZ49jBx1qmyW1Da,0
4FPhBD4ktomNgRcdBinME7gHCsGeEXPbLnD1JjDviUndpunpMM,1413460006
4RWA6urMUxvVtjtbp682TRjnvxjq38ATdL4yvMU7spgzKxSQJs,0
3PPAQ7TooM6DQPscVSeGVdafH1MMGs1CxvZNUH9bXuWfeCnC44,0
3Lr7UTqgjcZJ5jFkSKHKCF9HGXtg6NEJznfiW1phAaQJcbuRMQ,2000000277
2yB19Lq6h6JBHuTWBf9fgMcBt9A5yC5dQJQL8MaVmVde47vRat,2000000277
3ojv3QQU3mT8kHxtegidC5Nq8wPLzESVVVtrPLrPjpwKrvSdnX,2000000277
4TQ1JzBc3YytkRmu5iaUfcrMyQSrteJoh8rrpQFo52q2hd9nuy,2000000277
3CAVpnXFbgamXWM56An6JEoCb3jTdPgQiDgE7FNxUc5QFHWgkS,2000000277
3L9d9gSsQJcQUnVUKyHdGev4vbkdPtKtkvthUgtCq2fD8eCVeN,2000000277
4axuXEPLcpUtrKmgV1mKMkFQmML2AVPfyVS3xK6sKrYEqRh3XN,2000000277
31MVqgDQ5xwa5v3FuFvoV9Js2922P1MDHvz8NPQyXY3xY2MAoC,0
4Yddh2MMayav9t2VPqaAcgAX1AKSZczsTAgAD5Dj7mWNbMzMw1,2000000277
3W51tUSg85GmM1DNVaQMcB1Nr3kq2HYLxSGeoxor85RR3u6MgB,2000000277
3FTXX23MnGSx7Uqz8hVoaoPRKPyVP8SJzfDKAnN2BhRmnapQzf,2000000277
4Ucif88K4T5JqZG1f8yG8LnyyYoZFwArNFB3HxmbCkHfZ99VNt,0
3FMYLGTuoTQwxk5swxEESEyrmaN4DhBV5Qn2vAQ4cVaipuACvD,2000000277
3ycco6iJRP78hDk6MFiRRdzi2R3Nk7bpYMEtmgF5oG9LfzgvMx,2000000277
3Uo3GkbnbG2Bf4QeywR3z94D6nvEX7H6PsE61eFou68ZVUfWub,2000000277
3dPaGbKyA3fYnrczhZiP2B8jPSSCJfeDnwMiy5GbEn7ptEGfGk,2000000277
4oifSgfoMqKxqXpWhTfTSTi3JrPSwJZcSjUuZhFY5SAgHexduq,2000000277
34U68eKwwqAw8mnSAzuiaJpBFeQv78LKkCnXzExhVSXM5Qa8q5,2000000277
3Hjx5zzQXkfqJEKzCrfmzxmgZa96mT2CVVNpnsYdKGxfrgU3VB,2000000277
3SvbnFhhNez2aekYJiHQep1oBoPkvoG7Y87zkyxMmHuY3tCiVm,2000000277
2yrYXche3waKVXiY7QXx2VVYF3KRDoa9ob1SCS9au2g7aHcP4E,2000000277
3Hfh4Jshupu1eNdb7x8Sf4CMTrBztFbUu7KLa2R8PoADm9eLHn,2000000277
41JVKgGnJqP4FgiN754FYyhMTjDwxmP1tQgKFjgMjjSJRoCQzq,2000000277
3NNxJq3JvCKf7kgeN9D4H5ovsJNNvvJS384HLvwsi6jQzgkC4U,2000000277
3BYJrjqz56CDmTR1j68aQ4gS27HkY5kDkpUV6o5w976qqpMqea,2000000277
3rVAorYigNgXZXYre8G1zPk4M3bNJkdA5oeq1s6FZJrSaaaQfk,2000000277
3T6PWxpGqiV4wYatFskqMyaXGKqcg4h2PbpUPT3GxAwYdQ48UL,2000000277
4bnRrZM11fYMtXDWZ8Ayz6Tgtk75JDKqFHXLSmUPaDUyu8tZmp,2000000277
3eWtkyAHHQigEkwYpo9UgW8aKz6kfpgHASDB8fXA1FSYSUAfqF,2000000277
2wq8pvhVhRfz8PbVq2hmQf8TdtD4R1Zym8qR58qx1QK6UkKgQ8,2000000277
4rdC7R9fYi7jrTxYzsip3NHY6bo6wicPtdZGodoKYR2NYd3iAQ,2000000277
4RLvPLnGi9kjdVRSvU5HVf3YW9rFfdUYFVfSib1DcZ7ygXrBDP,2000000277
3VXzVTgL6PjD7mbagoYGwi3ersA8Tu8D6YeUUoXLTPH3r6bRAt,2000000277
3wqngV5iCxybtXDMBHX6T5bghMgmwfdj7up7enQnoqYXdYVeK2,2000000277
3CbBshGFa9SwiMXqvpKhpHcviZ9xuq7eQmEjdkBKndr27MQAMA,2000000277
3wHvRCXuYmjUv7HWLo2esSV2e918Kkx1rvBtTkPkPop4F7nGyx,2000000277
3VFppAC4fCqjBYRw8QsbUFbDfw27uLu4VASLJcA6unXE177ruc,2000000277
37UtcbR9nsnY9BbUXuY3Ki6hHDqHdw9ftCsAw6EBbGVHLKpNXU,2000000277
3eYfxwD8qsnmY7sy6VBzGjqVEdWLnT7JhiZUFUY4LPWAAXX1hm,2000000277
3r2xrWsHQ2KsJoAhUXQZTuW7kirkHy6TpS7JM4U1YcDrN3xfzs,2000000277
3sijinop1pJuGTen9jwQAJjTYqepo5nTpfSyPyZAvbX2zJg6tD,2000000277
3P8hv7rSgufgP32shiaEfXD2WCw77b1SxnGDhZYs4Ga12fjvJd,2000000277
3fCT2QtRGB5piSmKgUEqzSVgUfPjPGvf4vkw6a2fLTkRVcGd5Y,1931526201
3sxqHJALFQYWuLNhiFmzjooup8fAmsPkjyypwM9uFaJ8N9crA4,2000000277
3dkUyaMSMCpZx2eXZc4DZe8S5qfN2qd4GtKNyRepHPwkpfmKGf,2000000277
4eRCuGiST7L8rCPw58S5uyrix5eKvm6MdwF5atK5RhhkuiVwd2,2000000277
3aajvBPghj8oUMWX3CMvXqX9B8u8RnVS8Y6DNndXZ4oFE2C5jT,2000000277
4GUKPd7Ve9hCtBcJynTd1UcBkqHf8QKHxiiEuJX3fLV7AfjS9t,2000000277
3JUbqaMsNJtLdD6LrK1UDvT92F2t9JUs1dZchaw6sLNG4E4Bvi,2000000277
4ae2uDSKQXVySfWc4fMmWrGKRpFj9sggHPtrybUfhV6TBdQWgE,2000000277
3spLyQkpT2stDidhUHUR8f7VSXtkZd91wwFLZ74YAwmomobPXS,2000000277
4mSdxcQ6jRFQB7jonvEe7cCFUqq4f3xt9do2Wa4pWfi6DMTwQk,2000000277
3wEtPENoqnd5zTyNXhygfKc5jNmgzRVqeauR4VAoqAcYAzQ8Hc,2000000277
3xwZLFuK9U8ueqEnGqzM7kFv1FKm84s9yKKVj3kpweaXCNtYtd,2000000277
3cF2GZAvn2dcEL9MSSzGrueESuWwiXAwnd44BTMewWqEcmcdo7,0
4kFeYhXxH7aGqVK9BYjJtbLSoFK47idwi7dYYHzXrkbvFQ48WF,0
3ZbzgFJmVMQazT47SQPycvgVCxJ5xz9bYYgn6vzj3Jn2bf8R2S,0
3heBvbeVe63z4WAUbpsxHa9XdsX4jxYjqCMHstPFHUCTZBU1rS,0
4SJymrLpi44nz4GdU5opQCqEEQnGL3nvFRX7oZuML8xxUCT9ku,0
3k4xrgSNDqZ1CPpED7fPb7ePQcph5bLTX6HcmVB42u8zpc1fqP,0
3LBqVjvxKWWR6anKpPmiL2D1ttv6v6jYrHjp9mkdDRrqkDC45Y,1947900521
3DjhAAw5su4WnKP9deBSrS8pChn8T4qQt8Uz9iu8NzCfBHHMuF,2000000277
3ZyVafSG4yDBtaLqBJEVEhUESMbhY4PkfAqSQ49gV7ZfiPx8g9,1827068374
3Bkm3MEor4pQykJgWQeMZ2aHwmsmHzHpy6xY8TS9vZidMuEWR8,0
3byjbUb7SK3xUFCwzHCvBDyruD7PKZbfvqGhzgbiNQ6yQonzim,0
3QRuK39LMaw91KqXcmLEG1ee6mStAo2M1yn2zu41bwdfm7qhWG,1539645268
4UsCzbGRZQ3y2zYpbo24McPDy9SWTBKDhVaLa48amXVpCzgonU,876266262
4pWMNhkj4aH8mt89S2k9AuuxLNmWBtscoriFSDfH5NKEuujfbr,1717354988
4Doejuv9UBPpsF3Ax1MkSvk1r9AGB2X3bmAQRsqXgBMyNHT5Bq,0
3sNv6ZtdCdWiLkkFDDutsexRLGE9sTQb1zXRaGLP8GWdKyQFXi,2557153749
3r2fC8kpis4vNJ76vAp2c2PhTtndYe2FJi1foyfsfRW7KaV38R,1912958624
44eWAw5ovW9WtRB4jsimVC7gmhbxcCT3ke2BWt4hDHa93ppFH9,1697455541
437XnhEHZSHYE3CpyaiUixVoZG6tCrhbctYzMQHzTFekmTeWUY,1659960538
3q4dQmuGtSm2bcvEgLyEVDBcwVVSSadtXj8AWeNwPmh7sbiWfh,2000000277
3aJXYbpPvbx9fgWfUTLSwWTiYf7PoL72bpHbmfh54MVehs4wmt,2000000277
4pZ1mRtjgoyfX2rsyXMgSswJohubUkj7poCPXs7StGMiNswsgZ,2000000277
45dbzCVQyhk9wtskSW1JvtvQcS3Vbp54WFhH5DntZ1iRVbg7GE,140902873
37HWkW7HwhycLQngTdzBfcyr3F4iT9kDVUHYfkuBjXdS2KzoGL,0
4XuDvRzQQVbxzRN5Kq3NPqABdXjLn7Hz9ganU5UGiioYyuLcvm,0
3MQRUAHVsPwwiADm8CHxQKNpr2yDW4d5T2MWcCGqaxzuZUTPoT,21229375767
43E3aFbHRnZiLKSsgXZekz6wto411VU86JoU9nxrfQUYss8nD1,0
3y9B77qkhSaMMZrhwCpocqaCBe8YV99UC5EfPgs7D8Rx7BcZGG,0
3tsd8sSRTTNmAaj9RFrfeGaMPRQpiwJiRefY89fACZo4f7ko79,0
37VBbQ7jejpdhRoc2jRaknyoTGmrfpmonwY3Y2c8vpncYS2hWk,0
49jbiirjjob7SXkUNVycVunH9bQtGG3xGxTzfCN2evnhvBu2gi,0
3pvpfQwJJvbVnLX4TZnKUvZgaKMcPMehjVpYb5jdL9eS7yNnoj,0
4dqYQd3nQ51FKgKG6FeU38twov6sHPgkpXivoykzMG2UwAyKbA,1927866922
3hwfEEShx5Nt8QZkoi9dhmjfQMnP2vZYiYKqwENw6maBpyPHF7,0
4PNFX8ZzkY522iuNTC3okX7S3gsQ77pYNaktixVCFD4Fu3oaVc,0
4eNTmTBQD4gczhzx8cERXMgzwR7jEdTy7BmFHSPLDdHH58um2t,0
3uYnRFoyW2QTJkbQcAA8Vhi2edS5SuK7tkoN7M6q9NmDKrLip5,0
2zgj8SMWicT5vJbcnCFUPfU6wWfy5iGhMbkA2F85c8N63SpjZz,1892568808
3zfuKJespuyQwbZxrbr7AnBBpgQ6b6SndfvbuwzZZ8tBisBNwJ,0
47aDaLdDCRrqtYSzsXxdsh9UnrXX8axqq1p5dg2ukNpBRqMY16,0
4RkNi4b58tUG8oWupX6DejxzKAbxY7NX5KPU5J67DauyoSrhRw,0
36itVdkbCgzD1MPxukgNyrRtsqDvfXWk7zoBw2pMsuBJLnLpam,0
4MesqXWQnFpLAYm1j8iMKu7qmgDe2RHzjk2tJh6FE6v8UGwPGp,0
3RDGMRDYCsYLbw5QBCJgDVjy4R1QMq6Uj88s82YDJcpxrGPWPe,0
3KGbSMWs1ySW1LFAtjLqEhVvYnotJvPQLXCpVoHD2uLLLZTohh,0
4Tv3KfkjG3AXAA4a4iWQfd5ZB228f7DErjYNA6tJeX7fVpdBBz,0
3cEKMzBUtPGZFJMQPhQSg1UrAciKzBji2QxuDUy6GyEai5kroB,0
4cmkLQUpkCJNv7xzngXp9FC69dLFKi6BNNvL5PN1Roe4oexFPB,0
4MhujQ99NmvrGW9oLH8TJeXWpUZj7nQ2xn2DQTHBuaUTG8Pjm2,0
3j4RqxD8KGPvFGmJk6ribZ48gESfWr6qTDSV9Ddq1Ykxq5Zfg1,0
3gmcqLS7MpCZtjybuw7kcitSLB4MZCj89dcLCqRpjkB9NcXrG4,0
3seJgGhfm7EGiw2pmvuZeDeivNMwTggxN4d3S5V8b8Wrtmwfec,0
46Z7pzquCJzyajGiL2A4NGoaKYGcUHCXYkhwgxoEVVN6rsmL2h,1000000138
41YEmQjWjCPEA3oXusp8EJPHqNhmUL2d3Wr98QNuzeP7gYaBSM,0
4EyYJ1pS42se2CVz1m1Lew6cwore5PETX7HW3uVri8F1ajGK5i,0
3CuK5aefwJk19C7WmPjaHQ7uejpTLdXT6cbzpDDsrRGrMp1ysd,0
43nYTKUhdbGkrTUToidcBjdetDgxjxW6Njy5SZLnKVLzp4vgN1,0
3DQr52JQArcjftS1zpA5Ya4gAXUAjwKKACBFMuyd98VKQZ4TqF,0
35waUJks7ZBhtg4bXq8wYUNDYiDoov7Z43pMVvGbm3kfFYgLzZ,168354370
413EzdErhoCRHPMSXMtP3VHb4xYMBLFWw6unjp7gnprsq1b4Sr,0
3YqQpzq2K46QEh3LoEXgyu6Lj5wK36ZmAZdRCEbzJ4TA3psAqx,1886955714
43Bky5XvmGKKbb2BUqR4isLRZmFG31CMjiK3ivLcAPBzqK4Crm,2000000277
3MjJeLHVWE3UF7jceLqVGrrBDzfK9ZihmA6f4QvQaD89n7jC7J,0
4sGRBQgYFN1546ZTiuNqQ8NVZnpQkQeFErXaLqAiH1s9XuWYBa,0
4hvUGY3kztsTKMMLxqYeu2uk8XWvoR3JsAD5Q4w84XXHCqjqRx,0
4jXqeSbAV6nJqZ5rfpDRjbzLQx4Nwbk3pbosX7cv5MdVG1Jak9,0
4oMQsXCrZpresGwGv1rAA71aKVypYkqhJg5bCaEhMV3a39kmjQ,1980000275
43tZDaVgzH3Fs3CwvQN9meqb3WD2qXrGtyXCuSUspavfm1J7N3,0
3PSfWp7wes91LVKrtDZJowxycsd4eWrZkAzs2KJ2PXn8D4CZ1M,0
2xAWSk5cRmVV8LDgN4MeLq8johJ2vYfGKJA5L3WxksaVoNfLAi,2000000277
3ykZYRcmeZqWDdYGGZEAk7pJp7aV8maBw7czZ1TPH9mzXCYZVA,0
3TCxq6gVZHG9tn1PQkzw5jbdx5sDvpj92jNfNw2nncL4PjBnnF,0
2xUdEmi9qdhUGWjCrtJ4cKrxUxHodbNwbGEhUkGprSsVvyGJCU,106041169
3amk7v7QuLWkhVuvJ7NwXtCFX6nBB4qchWM2ANFwoLZoAAK2Ni,0
4A6LYJwNHDedzKQjaD3YggiWcLmzSkDqTe1814gRwDX3L3PdnF,0
3839D6RnE8BX8bRGEF7Ypv98cMynZGVB2xjx9K69FfXukt6S4K,1997193228
3FUQtfZ5qhA9RQqn8Y6YUwvhDH2Zd5k9tTeuM7etqo64bnxDTb,0
4XtsKF2ogjAjBEUvQrSp6ENXYrqRsk7EJTcaHmX2fyfsc42PnE,0
4rxntMHbMos4STxT7Uensdcgg6RnSbnTtFytvLmfS2fqQp8om6,0
41XL2u7R3cen9ZMguH2UURgKeEa9BPi3Cpacfv4uXZ8kT7QANw,0
3ZkqGV9gwNAfjrjxmrLUXJHpaoLWnFukCNhTX5T99oZSaSbKiU,0
3xw1qB8XpEK7XDZZQFFYkG4kBHfHYwATxgpxa4eyodRC42KL34,0
388PFRhAJT8TGJZyU1mcEQ2MXoQAeM4BP16KGwjEJi788iNP5U,0
3HDRDMHMHHy1ookssGtaB2jreSVLAX8nESWZ9kydNnRZBsi5GX,0
4VkifAkV6Z23g4VhyG9T3nLVTq4oB1bvCXPC59RJ6NjncKZsAf,0
4e4GFoTk63t7NNx6L5FKHyUfyzUou8BNKb7UsBXD7N8NCFJsVZ,0
3vfbPbbY1UmWLqhxXF1g7hcDvijycSF6PgduCcSwnfV9JEZrbM,0
3xyG4riNviVCGCsan9JWY5qsSbjju4nAgLKACcWYu9bovnL1Ak,11802519599
3jyAwvp9utZ7pYkFuGnEg6mPbe8nfiTD7RbAzB8UPUsXKcXjRw,0
3rWf7NeEHTHB4ckiUDeh72Qc9gSymaFDTneptocN1Kw2L1PXD3,0
4KoujHjmcps4DPyh1wVz7vGcJq2eRPJyDX2o4yzeTBCoiJ7Uq3,0
4GcBL12fGLZGhhQCxa6Kx7t23N4Xc2piCkMvRmSoC84VHKNDHm,0
3sZbZ1FCjSWfc6XeydgU96nyoaBMMKE1PXWE6E4VKoVwKYMUA6,0
43J5YNxGaAoM6a9XT4GJjxZRBr6pMi9gyaFbegT2qNE5JPioVW,0
3rtNiGZ5WXqrDiYY77Uu5csaDsGciJ1W58aCg6ngkeWWvd77h7,0
3oAkrpYUFa93W4bLK3CfErurj9ptMLYGe1MApkuMqt3jjP4yW7,0
33vUNp5sEWyUEbvEokM9yBud7urpYTJUA31jTFLDyZXeDqztNY,0
3oHkfMuhwfbMxoG4vmAJH2sakpuAZ4UtPYRrtrnj8PBKnDpSWv,0
431n74anA1EgSg4QZucur33zGUMsVMnxyVQHx5eCaUtvnSz9s6,0
3iqQxyFor8KzECthoSKXrmSHumdhT4shpVH9DkwiHsYJha5qGS,0
3PTTUfC2hToowW4saZFjqU9VstvAyzEiS5QQWQ1BBB1nj5xyDp,1941365739
4f7TKvUp4Xrx4n9F1CVav2HYsfz66i9tZYZya2zkC9RJKPJJhp,2000000277
3x8zVgCuUsuBjSfwrBHd99TfnqV9xBbBUSsNkgr2By78XVX6PJ,0
3yg25GBXNSNEa5u1eQqgoBDCHLiNS6UNWGVsfaqymH18nXaDij,0
4T6zbPibbQn9mKM4CGGx4QG1X8CrPsrvSQmb4SjWkyXpQFrzFs,0
3H8i6q8oa7HwfixU31a5XZjEPgwMgzDNhWXfUQTc1Z7ECx5gRQ,0
3EbJ1jUaArfHvsdyb4EKZEiQZSu8v6aVkBdg3cj5CyYbyZHje9,0
3ntUgsf4FugmceJQZPEbGJ91V7TbPzxLzkPPnaNuuZYZJ4wv9m,137897685
3CM9s7Vh6HqrF3ZQUCeyAwRWyBMiYkoK4zq5atEACsLujdKyiV,0
4kTrNzpYEjPyJqFwTbHjmxmfMc23wt78BN2XjmPUVc6gy1r9Vm,0
42LizxZNHqboiBsUJXaxtZ6zEmW5yo2sR5r2sj3gj5cNWiDE8z,0
4ar8GdDmmXbmMqg4HqWjoHLU9hM8zjKh8Ux8TYQit5L4EeaYej,0
4L3WQLjdAhvjey3Kyc7Sdv7Smhe9asLYsksFbWSWFm5b4jX1SA,2000000277
4mnUkcNBEfsYSDFGpYBj8iPfVpQiPHqvWhZQ4M3fAb3XjFKYoK,2000000277
45ngK5LfLwA1B9nmZ6XoxmAq6GVW2kbjZSv3p7KyJ78AwtrG6D,0
4ooJB32tGZYkPnAVuwgNVVqVarDufYh7i7Hq3Xtcvq92BMzbzJ,0
2yG9nKb76Jui3zVkhHJb6guLvUNqDea59icqaYMcebrPKJ6879,1888707547
3upXpW98rJhijPRRnpY4yAgGw7kq5kyVwwarXVExByVs5J65GK,25865706
4b1AwehhdkVQ2a13Yzg3tUbWXfstSsnABPzSHhayBtmDd6u98i,0
3UE2oGSGcxzz3VDAti4EUwGxnfUivH778N43ELA41ZowZuSRAv,2000000277
4Q9jNitytdRN7Ur1uB8npPn7E2bsh12yZ6cGh8mGQKNDiJpRMK,0
3exT5nEyyf6kQEL1ja2n1fNmd92k3Lwvyzv1CyasuKt7gs4K4Q,1996617708
37DkwCy2SFSdL3JhaGC4FMdqdywKV3BBdqS5wVLUw1mNPFAY1q,1896467127
4DwVRXdgrnX9z8nin6MusXx5Q5vLML5BKs8Lc9Qx4pHVVTn4r8,0
3T5VBsVEmuvkbEBxHaiAqQZ8N7fowWkYKfiXYywYjXYGZiag4L,1875010980
3RPxvPLTWtiaq287p21zHPDQxjJYF4cJ2Dk8AQkFYMpRZujUoS,0
3eZAarM1iwnGsEQDAoCweqcHrERCary8cdPAZ8xkBjKnvRUa3s,586424747
39khyFnNVDTfPi7tgDgUnhsPKWsQspREmryAUCDf4w4paSHwkj,0
3DUti2ibeevwyZ9cBJCBhj8LBxTMPETEtGx5Z1zQLMNnd5EZdC,0
4183bz9uRFhriPZZwqCHMg9qkXEJFXcW1xijs1ZQacEEuZ9Zoh,0
4WssZKnnsvFvJLv6oSuNV7mWk73ceDgS7Y3BqzZtkDeWzMJJzT,0
4JCmeoH6Hkz7sxfWfd8E9VS6EhcjMtq2a8jJW2itVRZ1mrumiP,2000000277
4fEruoEXaitf7sACqAi5CDVaUe9Cxnv2XBAFgm9dCR8zVV4hAg,1991838502
3SrCFtJjntPzCKmaaNZmbi6haAdW44RGpaBsUCZUWydSkv8NBQ,2000000277
3gVow25ivYvQUUQ9iwog4btCUXEo6gUX3XdteJ8BiadERbGb8B,2000000277
46USU6UQFEu8rcBeF4CtBHnQZYSpHAtNY4jJugykUBXEbEGJWJ,1991822523
49cApkAgH8LFFSSuGYsevf2fRQRuZWWUCctMXdamr6VL4XkLzS,2000000277
4Upbn2gttczK1xuG3g4VkMBXKJY7KKkpsYbz2mBw99jKKd8ENy,1991696466
3uuYDb81otbpvfnibF6HZ7ox3GaaB2JMCQ7mSYRNxtjqdRcUui,1991918398
4n7N78gNEXuVjmdD421H4X6tdjDQ4LdkYswV8paAJzQVsvZ4QU,17861896276
3br3Fx9AvGjfqaRedgmPncQrUmSxtBqRtSZnBaWCueHaiEpxKB,0
3vqZiPLFhhjreMSmBJKu99Ey6pvXRBy8Ljoug7MkudLrP8Rbo5,1193580092
2zSPCzZJQ59yETiaFpi9P4REZkpRoineNRxA27ks6xQ45oXozC,4410890561
4EjzA89pSogQU2rReCkTCXZAYMy1FupBnrHS7KPuzXoYqY53zV,0
4gzhaQfsxBkbHsX7Yf87Z4V44mJUHAeiSySDRYyL9C8EzaViGF,0
2y48waEjmp6E85BJwP4PvoCVgUPkxaPoQCJzZvyCCUaVkEsbyL,0
4SwDDUMBDYiiDhcopYgKG9A8GD8Nb88ssqVqj9FCr2n5XrQFJT,0
4XkhFLcJBJVwUkEbkagEJYFzF2zhuhqnmQtsNPFryL7XWJnNyH,2000000277
4ZN3sjHfosB6HhFuLzZN2JaY2PeQCXF1qJih5qLe5bUZfEKYuV,0
3Diqwgpv4kHZr6Ufi1ZSWcfXauFeDrTnoyfovUJtq7qmBcXcez,0
4HZHug7ana2Brf35ySjQM5JJMtsRFj79pi4XwBCkwe9TLn5x7X,171960831
4ZVmqzdLhucDYBxvGJgwQD8WUD5YtXMxsDZ3aXnvbfVzQDofrt,0
4qs3ZHvzYm2U3BdSLNT35UudsNJxYhk7nyCAurj1KPeXar8tUh,0
3yLCQgv4pRTAg3XYdks1VgwoXD4SNU9PaWKj9bwTSRNHWTRPnE,0
46jGqx5DtsdrGzkc4HuEjdKpfoETHNcuzfLJnpZkcbowTAhQZj,0
34oufmEnVGTqHGindPuzxpsH5UQz4hkhnYoAWWQVpdV5uVBHtt,0
3dmQBdWZJK9atQwG6UaZ4ApYBJdy76dYxdS3PiF9AyHDx9dSpQ,0
3QxzLZMKzPaqNeBDwwRkqSnqa6XRJkU7SDNp5V1wmqtUees8GV,1854650919
3JdEnHpkD75nBMgdciJVh8moZHNeLonAJxGWU13cwEYWP3etfM,0
3VmsM1PyWEBqcPHHUfEcYeN5dJVSUyLLvmCykSBCEn5hpJCDuX,0
3xLCSUxL4MTae1FPqBYxVJNAfx3ARgtNwN26E4ujLV3rSFMXGw,0
49Mt9h6dx19u4hz2CtcdvMqMymWiF3bjAkb7SNwzRZKTvYfAfy,0
3iPiVvSZC3gqm65BbKKbZEuZepYWNU3Z3QWAdLeSBhXWXthCWQ,1001891258186
4VaMhB916WuB6s7JbJF8i2CXdXBYXcHjZiKv4VifawqaXaospc,998505019444
4JX3ue5DVnQhF9F3podpTW6nueK8DctP59DHV5zCYT9GUsQzvR,5062793369
31JtRpJ2teWpmYbP679TKBvsaqkKMc3w5BTbmQVoGh5SnvNH5L,0
3TGTSM8QEaHB4HBDE3BAweS1n65ZVjFYDkEtw5gY9ypczirhDw,0
3RHG5Qt83Pbub9BnHSDEUpqXUeVJxZYoRJ1nVmbQCzPSXg3ky9,509325086
3oX2EpU3zAwExeCAkUhzdMMvyrXGxqgLfv8xSs7ugVpdFoyk6b,0
3R43k175NmZjeBG3gLifYjKDLvzo8DuhxKxLNo5AQgBoaWrC7N,2600000361
4NkwL9zPsZF6Y8VDztVtBv38fmgoY8GneDsGZ6zRpTZJgyX29E,359320483
3T1BSx5NykgVMaAssfHuP5f1tnYKE5uHgwSHN1q73TFnKGN88b,0
3cvyavvNwCm5ZAo4uDvR1cGvSXqNvgsf99end814ZShS6kW9Yh,600000083
3rtSGbrp5uoqPjPgeELvyt1kwuXestsoKatCiRvSx7LjWTuJ9g,2232216544
4S5eiiUUUSogr8K3vXXGPUyQw1LbNAKR9fHcGvLSjVYqU8F68w,2600000361
4bogeCdEyZVEkGT1NGsUUtEaZs1FnWxZZAfM9hDXdMmHPckjyV,0
31Ucrr8UVzAC48dRLnbc1KeKNjPRrZdwYnsUoqZNj3BtK9E17n,2600000361
3YRWEKTVVqJAQ2mH3kNYGGqxedV8WDvoaVRGGGiYvaVPYDrzyk,2600000361
3xdmm4TvGTDK1WbaGDH1YA5RcGBFCFFpCpVPARKnw9jypjRRi1,2600000361
3HN5kAErSz3hCYB8H1rXmCRvjBhfmPwm7q4umZDhz9iCBq5n2Z,2184332058
3YS95cSvSmfWahR1BSkBrwjbgabm3xA43RTwVSEfcUAgeknaye,0
3K8xehRdn7ripEGqh7AxVsxwWKbg5GL5RZQ6RrAZisyQM8eckq,1370482570
4GRYo5owefJZwUxv5kfnDjdxVJ5beJn5P5hdEWhPLXNBcW4JX2,600000083
